antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
16,4,4,3,465,265000,Excelente Residencia en Santa Cecilia Junto a Los Ceibos Guayaquil Venta,-2.166119017894923,-79.93465676068269,569.8924731182796
20,5,4,3,234,78000,"Vendo Propiedad Ideal Para Negocio, Casa Rentera o Locales en Chongon",-2.231626018077922,-80.07900068042602,333.3333333333333
33,0,6,3,546,220000,Colinas de Los Ceibos Vendo Linda Casa con Excelente Ubicacion,-2.1623074,-79.94515200000001,402.9304029304029
28,8,7,2,202,180000,"Casa Rentera con Cuatro Departamentos en Venta, en Bellavista - Norte de Guayaquil",-2.184489165425502,-79.9115975846646,891.0891089108911
1,4,0,2,1157,880000,Venta Nueva Villa Al Lago - Amplia Lindos Acabados,-2.1956337,-79.91577410000002,760.5877268798617
0,4,3,1,114,77000,"Vendo Casa de 2 Plantas en Urb Villa del Rey, Palacio 9b",-2.076758,-79.9401216,675.438596491228
12,3,3,1,400,165000,Vendo Casa en Villa Club,-2.050890890512851,-79.8909915600189,412.5
1,4,4,2,640,630000,"La Mejor Casa del Mercado, Minimalista, Nueva. Espectacular.",-2.101729913649778,-79.8652896185547,984.375
18,3,3,2,360,320000,"Casa de Venta en Km 2,5 Vía Samborondón",-2.1213195,-79.86266599999999,888.8888888888889
0,3,2,2,72,49000,Ciudad Santiago Norte de Guayaquil,-2.024561619524212,-79.94286473596799,680.5555555555555
4,6,6,4,675,980000,Moderna Casa en Venta – Mocoli Urbanizacion “la Ensenada”,-2.1109267,-79.8569827,1451.851851851852
16,5,5,2,503,365000,Amplia Casa Familiar Al Pie del Rio,-2.1454603,-79.85707020000001,725.6461232604373
27,0,0,0,820,290000,Casa en Venta. Urb. Colinas de Los Ceibos. 320 m² Terreno y 500 m² Construcción,-2.164344553594874,-79.94674868072684,353.6585365853659
10,3,2,1,72,68000,"Venta Casa, Villa España 1 Etapa Málaga, Norte Guayaquil",-2.083739105720377,-79.9200914444275,944.4444444444445
18,3,2,2,300,260000,"Vendo Alquilo Casa Km 2,5 Samborondon Piscina,3 Dorm., Club Social",-2.1212764,-79.8627146,866.6666666666666
5,3,3,1,250,370000,"Ciudad Colon Villa con Acabados de Primera, Frente Al Parque",-2.1525385,-79.90658830000001,1480.0
10,9,7,0,192,96000,Vendo Casa 2 Plantas con Local y 2 Departamentos,-2.2664802,-79.8972296,500.0
20,5,4,4,1325,600000,Casa un Solo Nivel con Vista Al Lago Us$600.000,,,452.8301886792453
0,4,4,7,330,400000,Casa - Samborondón,-2.1076378,-79.8622333,1212.121212121212
8,5,4,2,206,200000,"Casa de Venta en Urb. Ciudad Celeste, Samborondon, Cerca de Cc El Dorado",-2.0694324,-79.8416923,970.8737864077669
35,7,6,1,217,75000,Vendo Casa Rentera en El Sur (José de Antepara y Sedalana) Uso Comercial.,-2.219440530595973,-79.90031700688837,345.6221198156682
7,4,4,2,300,240000,Se Vende Linda Casa Via a La Costa,-2.182706833882016,-80.00124239027747,800.0
12,3,3,2,230,290000,Samborondon Plaza Real Casa 3 Dormt con 3 Baños,-2.14881046332151,-79.86345115316777,1260.8695652173913
0,3,4,2,650,649000,"Mocoli, Casa de Estreno, Acabados de Lujo",-2.099487733731183,-79.86406145489809,998.4615384615385
10,3,2,3,190,108000,Fabulosa Casa en Valle Alto - Etapa New York,-2.2036513,-80.06047739999997,568.421052631579
0,3,3,2,492,529000,Preciosa Casa Isla Mocoli Estrene Lista! Minimalista Acabados Espectaculares!,,,1075.2032520325204
12,4,4,2,240,300000,Samborondon Casa en Venta Primeros Kms 4 Dorm y Estar,-2.14881046332151,-79.86345115316777,1250.0
5,3,3,2,300,255000,Casa de Venta en Samborondon,-2.087571893374031,-79.87056925927732,850.0
15,7,6,3,210,170000,Excelente Casa Rentera de Oportunidad $170.000 Negociables Amoblada!,-2.083697893924101,-79.91695232574762,809.5238095238095
9,0,4,2,960,650000,Villa Urbanización Via Samborondon Km 2.5 Piscina Patio 4 Dorm.,-2.100389497529228,-79.87273156184386,677.0833333333334
13,3,3,2,450,350000,"Samborondon Km 2.5 Venta/renta Casa de 4 Hab, Patio y Jacuzzi",-2.059297785363572,-79.87595557667271,777.7777777777778
5,4,3,2,370,268000,Venta Villa Urbanización Colinas de Los Ceibos 4 Dorm.,-2.162825845480101,-79.94434631330569,724.3243243243244
0,4,3,2,120,86000,La Joya Norte,-2.049838980091241,-79.91562585635376,716.6666666666666
5,2,2,1,580,240000,Casa Amplia de Una Planta en La Via a Samborondon,-2.125641391211939,-79.86871620685423,413.7931034482759
0,1,0,3,86,85000,Vendo Casa en Mucho Lote Etapa Victoria del Río,-2.0661718,-79.8944305,988.3720930232558
22,4,3,1,366,169000,Casa Rentera Alborada XIII Etapa C Local Comercial,-2.123927489452012,-79.90272162446746,461.74863387978144
0,4,4,2,320,280000,Samborondon Km 3.5 Casa de Estreno,-2.031227586496248,-79.86827373005406,875.0
0,4,4,1,591,590000,Proyecto en La Península Vía Samborondon,-2.1073055,-79.872252,998.3079526226734
5,3,2,2,160,69000,Vendo Casa en Villas del Rey,,,431.25
9,2,2,1,450,320000,Casa Amueblada en Venta Urb. Rancho Alegre Norte de Guayaquil,-1.998806921285972,-79.97205516862795,711.1111111111111
5,4,3,1,160,95000,Se Vende Casa en Villa Club - Cc El Dorado,-2.038903690460307,-79.89399563411558,593.75
30,4,6,4,1000,550000,Vendo Casa en Urdesa Remodelada y Modernizada (Uso de Suelo Residencial),-2.164543765255723,-79.9095115354736,550.0
0,1,1,5,162,75000,Se Vende Casa Rentera en El Guasmo Sur a Pocas Calles del Hospital Publico,-2.264770690096392,-79.87886441318358,462.962962962963
30,5,6,3,900,480000,Vendo o Alquilo Amplia Casa de 5 Dorm. en Santa Cecilia,-2.160032011635085,-79.93553028952294,533.3333333333334
0,4,4,2,350,650000,Vendo Casa en Proyecto con Vista Lago en Isla Mocoli - Isla del Rio,-2.1043031,-79.8604831,1857.142857142857
20,2,1,0,85,75000,Se Vende Casa en Sauces 8 Dos Plantas,-2.1326794249152,-79.90592005518647,882.3529411764706
24,0,0,0,72,110000,Casa Rentera en Venta,-2.130761314839407,-79.8938744830117,1527.7777777777778
8,0,4,2,250,290000,"Vendo Hermosa Casa de 3 Dorm. en Samborondón Km 2,5",-2.137652068040713,-79.86503898638921,1160.0
10,3,2,2,226,197000,Vendo Casa Urb. Portal Al Sol Via La Costa Esquinera. 3 Habit. Gran Patio y Bbq,-2.182294962415737,-79.98324269495237,871.6814159292036
8,3,3,2,200,255000,Hermosa Casa de Venta Km 4.5 Cerca de Todo,-2.1144239,-79.87001240000001,1275.0
8,5,6,3,600,900000,"Portofino, Hermosa Casa de Lujo a La Venta 4d, Estudio, Piscina. $",-2.184776968954733,-79.98472174040523,1500.0
0,3,3,1,259,194500,Ciudad Celeste Casa Nueva (Proyecto en Construcción),-2.1956335,-79.91577940000002,750.965250965251
1,3,2,1,93,85000,Casa de Venta en Urbanización San Antonio,-2.0450266,-79.8688651,913.9784946236559
10,3,3,2,247,180000,"Vendo Casa Terranostra Primera Etapa, Buenos Acabados 3 Habit. Patio Social",-2.1841408,-79.9988151,728.744939271255
4,4,4,1,305,320000,"Casa de Venta en Urb. Portofino, Km 11.5 Via a La Costa, Cerca de Cc Laguna Plaza",-2.183122599999999,-79.9913879,1049.1803278688524
0,3,3,2,203,290000,Casa en Venta Vía Samborondón - por Estrenar,-2.043354766594177,-79.89444136161319,1428.5714285714287
0,4,4,2,584,615000,Peninsula Isla Mocoli Casa Al Lago,-2.1122977,-79.8583572,1053.0821917808219
15,6,6,0,305,130000,"Se Vende Casa Residencial, Comercial, o Para Bodega.",-2.136761162203275,-79.88898899405672,426.2295081967213
1,3,3,2,373,395000,Casa de Estreno Al Lago en Mocoli,-2.1882882559743,-79.91700946826171,1058.9812332439678
11,3,3,2,307,137000,Se Vende Casa Samanes 6 Norte de Guayaquil Conjunto Cerrado,-2.109927942870881,-79.90736184606322,446.2540716612378
0,4,4,2,170,145000,Linda Casa de Estreno. Via Samborondon. 4 Habitaciones. Piscina Jardin. $145.000,,,852.9411764705883
0,1,4,4,1048,800000,Casa Minimalista de Venta Olivos,-2.1690401,-79.9450046,763.3587786259542
