antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,publicado,tipodevendedor,titulo,lat,long
10,3,4,4,214,175000,,,Casa de 3 - 4 Dorm. en Ciudad Celeste,-2.073659197271514,-79.84677773342196
A estrenar,4,4,2,457,455000,,,Casas de Venta por Estrenar en Terrasol en Vía Samborondón,-2.0853184,-79.87263889999997
A estrenar,3,3,1,210,185000,,,Linda Casa 3 Dorm. Via a La Costa Km 20,-2.1883249,-80.02556779999998
34,3,4,2,479,245000,,,Urdesa - Lomas de Urdesa - Venta Casa de 4 Dorm. Usd 245.000,-2.163800672884859,-79.90432400269395
En construcción,3,3,2,570,300000,,,"Proyecto en Planos, Casas en Isla Mocoli",-2.101185791409419,-79.86207364994578
11,4,4,2,357,370000,,,Super Espectacular Casa Vendo en Puerto Azul!,-2.187581016656953,-79.96821481985171
26,3,2,1,120,80000,,,Vendo Casa en Guayacanes Sector 2,-2.1178097,-79.89268090000002
3,4,4,2,192,200000,,,Vendo Casa en Samborondon,-2.074902926756008,-79.85795718059603
A estrenar,3,2,1,120,89000,,,"L’hogare Casa de Estreno 3 Dorm., Vía Salitre.",-2.026695242115818,-79.86533417407225
6,10,10,0,300,115000,,,"Venta de Casa Rentera en La Cdla. Sauces 6, a Dos Cuadras de Av Principal",-2.1251006,-79.89827930000001
8,0,2,2,152,119000,,,"Casa Villa Club, Etapa Cosmos, 3 Dorm.",-2.0328762,-79.90023489999999
20,4,4,3,500,383000,,,Kennedy Norte Casa de Dos Plantas 4 Dorm.,-2.137897911104772,-79.90614698681645
30,5,7,5,990,450000,,,Hermosa Casa de Venta en Lomas de Urdesa,-2.163865,-79.90667630000002
25,4,3,0,190,155000,,,Vendo Hermosa Casa en Urdenor 1,-2.146640481860016,-79.90193305501708
A estrenar,3,2,1,106,58000,,,Venta de Casa Lista Para Habitar en Urb Villa del Rey (Castillo 5b),-2.076758,-79.9401216
8,3,3,2,220,165000,,,Casa en Venta Via a La Costa Casa Club - Mariuxi Rugel,-2.184593737819526,-79.99532007277259
25,3,3,2,334,280000,,,Casa de 3 Dorm. en Venta. Urb. Olivos 1 - 280.000$,-2.168353946308851,-79.94294466347657
5,4,2,2,195,165000,,,Oportunidad! Amplia Casa en Bosques de La Costa,-2.1846154,-79.9699665
A estrenar,3,2,0,104,86000,,,Casa - Samborondón,-2.053719,-79.8798538
A estrenar,0,0,0,230,220000,,,"Casa en Venta, Ciudad Celeste, Etapa La Marina, Vía Samborondón",-2.074581272672727,-79.85551100597445
8,4,4,1,245,300000,,,"Casa en Venta Maralago, Vía Samborondon",-2.1219454,-79.86525879999999
A estrenar,3,3,1,174,170000,,,Vendo Departamento en Urbanizacion Terranostra - A. Marin,-2.188112932987275,-79.9998047529175
,1,2,3,146,89900,,,Casa - Guayaquil,-2.1709979,-79.9223592
8,0,2,1,825,65000,,,Vendo en Huancavilca Ciudad del Norte,-2.0957868,-79.90924039999999
4,1,3,2,235,200000,,,"Viva en Terranostra Villa Via a La Costa, 3 Dorm., 3.5 Banos, Seguridad",-2.1829731,-79.94504210000002
A estrenar,3,3,2,130,120000,,,Venta Casa en Urbanización San Antonio,-2.044297525648116,-79.86890264973755
7,3,4,0,210,206000,,,"Vendo Casa en Urb. La Marina, Ciudad Celeste - Samborondón",-2.1693829,-79.917036
7,3,2,0,89,92000,,,Vendo Casa en Urb. Estrella del Mar - J. Moncada,-2.1006939,-79.9091252
4,4,4,3,834,650000,,,Maravillosa Casa Solo Para Gustos Exquisitos,-2.104151223050402,-79.87299125378416
En construcción,3,3,1,156,145000,,,"Venta Casa en Construcción en Urb. San Antonio, Cerca Cc El Dorado, Ecotec",-2.044158139542604,-79.8686237
A estrenar,3,5,2,230,205000,,,"X Estrenar, Punta Esmeralda, Km 13 Via a La Costa, 3 Dorm",-2.1868497,-79.99409660000003
10,5,6,8,1600,1350000,,,"Venta Casa Vía Samborondón, Acabados de Lujo, Cerca de Centros Comerciales",-2.074689906654708,-79.87353294085341
7,4,3,2,180,165000,,,Casa en Venta Via a La Costa Urbanización Belo Horizonte 4 Dorm. - Mariuxi Rugel,-2.19522897016541,-80.05308412611731
20,5,5,3,1000,520000,,,"Puerto Azul, Amplia Casa, Construcción 800 m² Terreno 1000 m² Terreno",-2.192116,-79.96683080000003
,1,4,4,1048,800000,,,Casa Minimalista de Venta Olivos,-2.1703402,-79.943834
A estrenar,4,4,2,180,192000,,,Vendo Hermosa Casa de Estreno en Vía a La Costa Moderna y Excelente Precio,-2.186849699999999,-79.99409660000003
15,6,4,2,660,440000,,,"Casa en San Isidro Km 4, Samborondon",-2.125791887147327,-79.86295683261102
1,4,4,2,154,160000,,,"Venta Casa, con Piscina, Modelo Florencia, en Urb. Napoli, Cerca Plaza Milann",-2.0366658,-79.87039089999996
,0,0,4,420,500000,,,Casa - Norte de Guayaquil,-2.169047099999999,-79.9066383
2,4,4,2,300,240000,,,Samborondon Moderna Casa en Venta Urb. Piramides,-2.146121390218411,-79.87402438618199
9,4,6,2,269,268000,,,Vendo Villa en Primeros Kilóm de Samborondon,-2.1956335,-79.91577940000002
4,7,1,1,500,260000,,,Casa en Venta - Garzota 1,-2.147340240533096,-79.89677594504394
1,3,4,2,500,220000,,,"Vendo Residencia en Urbanización Los Ángeles ($225,000) Negociable",-2.213129274636936,-80.07473269382325
7,3,4,4,1486,240000,,,"Casa en Venta Semi - Amueblado en Terreno de 1,486 m² Lago de Capeira Guayaquil",-2.016671326205086,-79.97309607625732
8,3,3,0,175,180000,,,"Vendo Casa Rentera en Calle Cuenca, Centro Sur de Guayaquil",-2.201465209615214,-79.89183564552457
13,4,5,4,600,780000,,,"Casa de Venta Vía a La Costa, Urb. Laguna Club, Diseño Moderno.",-2.1884336,-80.02723839999999
2,3,3,2,209,89000,,,Casa de Una Planta de Venta Urbanización La Joya,-2.042379218426608,-79.91589392963868
A estrenar,3,3,2,593,515000,,,Aires del Batan Casa 3 Dorm. en Proyecto,-2.076568431280558,-79.87376915770267
5,4,4,2,449,350000,,,Venta de Casa Via a La Costa Urb. Puerto Azul - 4 Dorm,-2.187581016656953,-79.96821481985171
15,3,4,2,360,180000,,,Vendo Villa en Sta Maria de Casa Grande Samborondón,-2.048720060964849,-79.89271186400146
A estrenar,4,4,1,400,570000,,,Vendo Casa en Isla Mocoli - Puerto Mocoli 4 Dorm.,-2.099487733731183,-79.86406145489809
4,3,3,2,300,330000,,,"Bella Casa, Amplia, Comoda, Pergola Para Sus Bbq en Patio. Excelente Urb.",-2.110519977873266,-79.87123175727538
,1,4,4,850,1500000,,,Laguna Club Lujosa Casa en Venta,-2.1856104,-79.9899024
12,3,3,1,200,125000,,,Venta de Casa en San Felipe Etapa Malaga Conjunto Cerrado,-2.191526053604974,-79.88158962297365
6,3,2,2,153,90000,,,"Casa en Venta, en Urb. Marinadoor, Junto Al Colegio Delta, Cerca Al Dorado",-2.0470178,-79.8723837
25,0,5,2,652,500000,,,"Los Parques, Sector Ceibos, Casa de 4 Dorm., Estudio, Cuarto de Música",-2.1744227,-79.94137169999999
5,4,6,2,360,275000,,,Se Vende Linda Casa Puerto Azul,-2.192116,-79.96683080000003
8,3,3,2,230,270000,,,Oportunidad Linda y Amplia Casa en Samborondon Km 2.5,-2.1299395,-79.864421
9,3,3,2,187,130000,,,"Casa de Venta en Urbanización Matices, Frente Al C. C. El Dorado.",-2.057157614401009,-79.87446434177247
4,3,2,1,200,240000,,,"Vendo Casa con Piscina en Ciudad Celeste, Acabados de Lujo - Samborondon",-2.072820196756992,-79.83663207482391
A estrenar,3,4,3,900,3500,,,Casa de 300 m² de Construccion. - 900 M².de Terreno,-2.2822206333333,-79.880727933333
7,4,3,1,180,179990,,,Vendo Hermosa Casa en Urb. Belohorizonte - A. Marín,-2.1875375,-79.98131660000001
10,4,5,2,500,310000,,,"Casa en Venta, Los Parques",-2.1731919,-79.9437532
20,4,5,0,956,850000,,,En Venta Casa Mas Suite en Urb. Río Grande - I. Alarcón,-2.1496458,-79.86118320000003
39,3,0,0,249,125000,,,Se Vende Casa en Miraflores Av 2da 401 de Oportunidad,-2.1651745,-79.92114709999998
1,4,4,2,433,385000,,,Casa en Venta Via a La Costa Urbanización Terranostra - Mariuxi Rugel,-2.184979046025944,-79.98905786832586
5,5,8,3,1720,2000000,,,Venta de Casa 5 Dorm. con Piscina Via Samborondon,-2.138260490288951,-79.86280461818541
4,4,4,2,159,199500,,,"Venta Casa Esquinera, Urb. Ciudad Celeste, Etapa La Ría",-2.0649399,-79.84058820000001
,0,1,3,82,79000,,,Vendo Hermosa Villa en Urb. Villa Club,-2.0430715283,-79.8905007698
4,4,6,2,642,890000,,,"Venta Casa con Acabados de Lujo, Al Lago, Urb. Exclusiva de Isla Mocoli",-2.0988941,-79.8640173
10,7,6,1,243,230000,,,Alquilo Casa Esquinera Ideal Para Oficinas y Hoteleria,-2.1453014,-79.89031620000003
15,4,4,0,926,680000,,,"Samborondon - Casa en Venta - con Vista Al Lago - Us$680,000",-2.1350949,-79.86274359999999
4,3,3,2,230,265000,,,Moderna Casa de Venta en Samborondon Km 3.5,-2.133608743692714,-79.86805187158052
,2,4,10,978,900000,,,Casa - Centro de Guayaquil,-2.166640199999999,-79.9451135
1,4,5,3,385,590000,,,Venta de Villa de Estreno Isla Mocoli,-2.1043031,-79.8604831
18,6,8,2,288,195000,,,Urdesa Venta Casa con Dos Departamentos - Amparo Marín,-2.1584054,-79.90457709999998
28,4,4,4,1250,530000,,,En Venta Hermosa Villa en Cdla Colinas de Los Ceibos,-2.162875750917332,-79.94736022438224
10,4,4,2,200,115000,,,En Venta - Casa en San Felipe Frente Al Colegio Americano,-2.139046569940171,-79.9212717803955
En construcción,3,3,2,139,129500,,,Vendo Casa en Contruccion en Villa Club,-2.0519282,-79.89769089999999
5,3,3,2,250,280000,,,Camino del Rio Casa de 3 Dorm.,-2.111083748018044,-79.87084865070835
En construcción,4,4,2,243,245000,,,Vendo Casa por Construir en Isla Celeste con 4 Dorm.,-2.1956809,-79.91565249999996
En construcción,4,4,2,336,495000,,,Venta de Casa en Proyecto en Peninsula Isla Mocoli,-2.1122977,-79.8583572
En construcción,3,3,2,255,185000,,,"Casa en Venta en Urb. Vicrieel, Frente Al Colegio Torremar",-2.052914274665484,-79.89500122747802
1,0,0,0,260,260000,,,"Casa en Venta, Ciudad Celeste, Etapa Arboleda, Vía Samborondón",-2.074581272672727,-79.85551100597445
5,4,3,2,200,165000,,,Av Terminal Terrestre Vendo Villa 4 Dorm.,-2.063163632132914,-79.91444659434814
1,4,4,2,156,150000,,,"Venta Casa Elegante La Joya - Esmeralda, Finos Acabados, Cerca de Todo",-2.029117145154608,-79.92294736566771
8,4,4,2,335,275000,,,Oportunidad Vendo Casa Lujosa en Santa Maria de Casa Grande,-2.048720060964849,-79.89271186400146
,0,0,0,399,450000,,,Vendo Hermosa Casa de Estreno Cdla. Santa Cecilia,-2.1618841,-79.9435568
4,4,3,2,350,350000,,,"Samborondon, Km 9. Vereda del Rio. 4 Dorm. 3.5 Baños, Estudio, Piscina",-2.075821760961308,-79.86157538511964
10,3,3,2,300,320000,,,Samborondon Km 7.5 - Venta Casa 2 Pisos - Patio - 3 Hab - Garajes,-2.2174994,-79.92377379999999
7,3,2,2,100,75000,,,Hermosa Casa a La Venta en Ciudad Olimpo!,-2.2189483,-80.08494250000001
En construcción,4,4,1,147,135000,,,"Venta de Casa en Construcción, en Urb. Cataluña, Cerca Cc El Dorado",-2.0446042,-79.8723837
A estrenar,3,3,2,700,1200000,,,"Estrene Bellisima, Unica Casa, Al Lago en Batan.",-2.0975497,-79.8739721
10,3,3,2,300,325000,,,Casa Tipo Duplex en Venta - Urbanización Rio Grande,-2.144921726126778,-79.8631237782223
10,3,3,1,160,95000,,,"Milan, Vía Salitre.",-2.038355873253485,-79.87033997672114
34,2,5,3,312,100000,,,Casa Rentera Estupenda Ubicación,-2.1938947,-79.91511730000002
15,4,7,2,560,450000,,,"Casa en Venta, Urbanización Lago Sol, Vía Samborondón",-2.0929523692344,-79.87354252740022
A estrenar,4,4,2,420,550000,,,Casa Bifamiliar en Ensenada en Isla Mocolí en Vía Samborondón,-2.103258580671302,-79.85977828919982
5,3,3,2,560,575000,,,"Isla Mocoli - Casa Automatizada - 3 Dorm. - Us$575,000",-2.1043031,-79.86048310000001
8,3,3,2,300,265000,,,Venta Casa en Samborondon Km 5.5,-2.114375798291687,-79.87082182902526
6,3,3,2,160,109000,,,Se Vende de Oportunidad Casa 3 Dorm. en Villa Club,-2.050890890512851,-79.8909915600189
40,5,4,2,419,240000,,,Urdesa Villa Sector Comercial,-2.1647785,-79.9234557
5,3,2,0,120,80000,,,Casa en Venta en Urbanización Marina d'Or Vía a Salitre,-2.047446679521363,-79.87068854390259
39,6,3,1,350,170000,,,"Casa con Tres Departamentos en Venta, Alborada 6ta. Etapa",-2.142087,-79.90667630000002
10,8,7,1,190,105000,,,"Casa Venta, Coop. Las Brisas, Sur Guayaquil",-2.2695275,-79.89932899999997
31,12,6,4,390,320000,,,Venta Propiedad Rentera Cerca de Clínica Kennedy,-2.1765028,-79.89618
4,3,4,2,128,106000,,,"Venta Casa, con Excelentes Acabados, Urb Milann, Vía a Salitre, Plaza Milann",-2.039277969055641,-79.86875210898438
,3,7,6,625,390000,,,Casa - Norte de Guayaquil,-2.160315714119999,-79.9140214727
20,0,0,0,710,350000,,,Casa en Venta. Kennedy Norte. 200 m² Terreno y 510 m² Construcción,-2.162244099097953,-79.90029910826865
19,3,3,1,274,250000,,,Venta de Villa en Av Leopoldo Carrera,-2.1884336,-80.0272384
En construcción,4,4,2,480,495000,,,"Casa en Proyecto - con Vista Al Parque - Us$495,000",-2.077855045603393,-79.8731254275391
2,4,5,2,211,260000,,,"Venta de Linda Casa, en Urb. Colinas del Bosque, Vía a La Costa",-2.1842287,-79.97574639999999
A estrenar,3,0,2,259,279000,,,Venta Casa Urb. Portofino por Estrenar 3 Dorm.,-2.184776968954733,-79.98472174040523
20,4,4,1,530,400000,,,Casa en Venta en Puerto Azul Vía a La Costa,-2.186348099191937,-79.96722776693423
En construcción,3,3,1,436,196500,,,Casa en Ciudad Celeste - Arboleda,-2.067367838467679,-79.84205019577018
2,3,3,2,240,180000,,,Frente Al Dorado Vendo Casa 3 Dorm.,-2.179856888625167,-79.84043197246092
5,3,3,2,360,272000,,,Samborondon Moderna Casa de Venta en Estancias del Rio,-2.228911556129015,-79.94348461231687
6,4,4,2,131,128000,,,Venta - Casa en Urbanización Villa Club Conjunto Luna,-2.037381197412425,-79.89589736563721
,2,1,4,268,225000,,,Casa - Norte de Guayaquil,-2.124798,-79.9033585
A estrenar,3,3,2,360,450000,,,Venta y Alquiler Casa Isla Mocoli,-2.102442901125957,-79.8670732875496
10,4,4,2,970,490000,,,Se Vende/ Se Alquila Hermosa Casa Via a La Costa de 1 Planta,-2.192116,-79.96683080000003
9,3,2,1,120,85000,,,Vendo Hermosa Casa Urbanización La Joya de Oportunidad,-2.026819828132007,-79.90837975569457
1,0,0,0,2015,1399000,,,"Casa en Venta, Urbanización Isla Sol, Vía Samborondón",-2.1472172,-79.85978310000002
1,3,4,2,220,187000,,,"Vendo ""Casa"" Ciudad Celeste, Nueva, Buena Ubicación Rosa Elena Piedra",-2.07179360121206,-79.84207850322787
8,6,6,20,600,1200000,,,Casa Venta en Puerto Azul con Piscina,-2.192115999999999,-79.9668308
A estrenar,4,4,2,540,850000,,,"Urb Aires de Batan - Casa con Vista Al Lago - Us$850,000",-2.0772653,-79.87343659999999
,1,2,3,140,95000,,,Volare Casa en Venta,-2.0495844,-79.91469230000001
4,4,4,2,197,238000,,,Casa en Venta Urb. Tornero,-2.125515299999999,-79.8695837
10,3,3,1,454,415000,,,Samborondon Laguna del Sol Casa en Venta,-2.191526053604974,-79.88158962297365
29,0,0,0,392,330000,,,Se Vende Casa Ciudadela Albatros,-2.170915145674083,-79.89320096983641
10,4,3,1,125,93000,,,"En Venta Casa Esquinera, sauces 2 Guayaquil",-2.1389376,-79.88778200000002
40,8,6,0,254,155000,,,Venta de Casa Rentera en El Sur Oeste de Guayaquil,-2.1964404,-79.90561660000003
5,3,1,0,72,55000,,,Casa con Excelentes Acabados en Venta – Mucho Lote 1,-2.081512379229134,-79.92232992407304
29,6,4,3,300,180000,,,Se Vende Linda Casa - Urdesa Central,-2.169218638373346,-79.90277591901855
28,4,4,2,560,350000,,,Vendo Amplia Casa en Urbanización Los Parques,-2.1731919,-79.9437532
6,8,7,0,149,190000,,,En Venta Casa Rentera en Alborada VII Etapa - A. Marín,-2.134520203361491,-79.90657266350706
4,3,4,0,300,250000,,,Venta de Casa Moderna en Via Samborondon - Pirámides,-2.1073055,-79.872252
16,4,4,0,730,800000,,,Casa Minimalista de Venta Olivos,-2.1697155,-79.9447739
3,4,3,2,120,85000,,,"Casa de Venta en Urbanización Metrópolis II, Vía Terminal Pascuales",-2.062471864500625,-79.91807193723145
18,6,6,2,285,145000,,,Vendo Casa Rentera en Sauces - Norte de Guayaquil,-2.125083855262901,-79.89743211586915
1,0,0,0,807,427000,,,"Casa en Venta, Laguna del Sol, Vía Samborondón",-2.082085910194585,-79.87252865239259
18,3,3,2,270,290000,,,Venta Linda Villa Vía Samborondón Sector El Tornero,-2.107305499999999,-79.872252
30,0,7,2,682,320000,,,"Lomas de Urdesa - Casa 4 Pisos - Amoblada - Us$320,000",-2.164175914351254,-79.90729857249147
1,6,0,0,485,268000,,,"Casa en Venta, Bouganville, Vía Samborondón, Km 2 1/2",-2.1312422,-79.86713359999999
A estrenar,4,3,2,139,98000,,,Proyecto de Venta con Diseño Moderno.,-2.053850318861618,-79.91808379050445
5,5,4,2,300,280000,,,Hermosa Casa en Venta en Puerto Azul 3 Pisos,-2.191236879006214,-79.96695954603274
1,3,3,2,275,245000,,,Ubicación. - Via a La Costa Urb. Portofino. Casa de Estreno,-2.18578012,-79.98310074
8,3,2,1,234,135000,,,Vendo Casa de Una Planta en Ciudad Celeste. Vía Samborondón Km. 9.,-2.1257004,-79.8632679
21,4,2,3,149,118000,,,Venta de Casa en Alborada 8va Etapa Al Norte de Guayaquil,-2.1426499,-79.90037860000001
A estrenar,3,2,2,120,83000,,,En Venta Casa de Estreno - Urb. La Joya,-2.029117145154608,-79.92294736566771
5,4,4,0,349,230000,,,"Gran y Hermosa Casa en Ciudad Celeste, Etapa La Ria",-2.1579238,-79.89439779999998
4,3,3,1,138,105000,,,Casa en Venta en Urb. Villa Club Etapa Iris,-2.034433183407765,-79.89804500827637
,3,3,2,5,180000,,,Casa - Norte de Guayaquil,-2.1326602,-79.9077299
,2,2,6,285,140000,,,Vendo Villa con Dos Departamentos Independientes en Samanes 2,-2.112031581240324,-79.90702925214538
5,4,0,2,700,689000,,,Via Samborondom Palmar del Rio Vendo Espectacular Casa Impecable,-2.1545699,-79.86590890000002
15,4,5,3,800,780000,,,"Laguna Club Casa en Venta 4 Dorm. Estudio, Terraza, Piscina, Jacuzi",-2.185610399999999,-79.9899024
5,0,4,2,386,412000,,,Vendo Casa Samborondón Moderna y Elegante,-2.1175402,-79.86700589999998
1,0,2,1,105,90000,,,Vendo Casa en La Joya Etapa Coral de Estreno - Samborondón,-2.049838980091241,-79.91562585635376
1,4,4,0,338,585000,,,"Samborondon Laguna del Sol, Vista Al Lago",-2.092893399999999,-79.8709837
20,4,4,1,371,370000,,,Hermosa Casa con Acabados de Lujo en Urb. El Portón de Las Lomas (Urdesa),-2.158148090597933,-79.9101990100952
,0,1,4,129,70000,,,Casa - Norte de Guayaquil,-2.1197352,-79.9063162
2,0,0,0,556,190000,,,"Casa en Venta, Vía Al Sol, Km M14.5, Vía a La Costa",-2.1896713,-80.00842519999998
2,4,5,2,312,285000,,,Casa en Samborondon Las Condes,-2.1331399,-79.86937
11,4,4,2,269,255000,,,Vía La Costa Urb. Terranostra Bonanova 4 Habitaciones Piscina Central Aire 2 Garajes T 269 C 222,-2.1880985,-79.99968849999999
A estrenar,3,3,2,197,180000,,,"Casa de 3 Dorm. en Urb Bali, Samborondon",-2.084279632250108,-79.86968993641392
11,0,2,1,123,120000,,,Casa en Urbanización La Joya 3 Dorm. Venta,-2.047608808656506,-79.91596917910766
9,3,3,1,105,68000,,,Venta de Casa en Malaga 1,-2.191526053604974,-79.88158962297365
2,4,4,0,445,300000,,,Vendo Hermosa Propiedad Portofino - Vía La Costa - A. Agurto,-2.184776968954733,-79.98472174040523
,0,1,4,250,255000,,,En Venta! Casa en Puerto Azul - Vía a La Costa,-2.189258854883414,-79.96493716043551
10,8,6,1,467,110000,,,Casa Rentera Suroeste Guayaquil,-2.214851600686515,-79.93817267923737
30,4,5,18,1600,720000,,,Venta Casa Urdesa Central con Amplio Patio,-2.162628687752346,-79.90626500791723
A estrenar,3,4,2,200,220000,,,"Vendo o Cambio Samborondon, Dos Casas Bioclimatica Minimalista, con Estilo Mediterraneo",-2.05317147262598,-79.91660670848387
A estrenar,4,5,1,230,290000,,,Casa - Samborondón,-2.130014699999999,-79.8649456
A estrenar,3,2,1,122,69000,,,Venta - Casa en Urbanización Villa del Rey Etapa Juan Carlos,-2.0539063,-79.89672200000001
10,2,1,0,81,65000,,,Casa - Sauces 5 Norte de Guayaquil,-2.127062899999999,-79.8930692
19,5,5,3,500,580000,,,Elegante y Cómoda Casa en Olimpus,-2.17185067770149,-79.94105799996947
9,3,2,1,132,112000,,,"Venta Casa en Urbanización Cataluña, Km 12.5 Vía Samborondón",-2.045018046862046,-79.88505201352541
10,3,2,2,72,64000,,,Casa de Venta en Villa España 1 Etapa Barcelona.,-2.0816871,-79.91882090000001
6,5,6,2,1050,540000,,,Vendo Hermosa Propiedad en Samborondon,-2.1520745,-79.8625834
20,4,3,3,464,230000,,,Santa Cecilia - Casa de 4 Dorm. 230.000$ Negociable,-2.162087802779203,-79.94190992366487
A estrenar,3,5,2,240,230000,,,"Casa por Estrenar en Cumbres, Los Ceibos, 3 Dorm + Estudio, Piscina",-2.155404788885013,-79.94560904718247
11,4,3,2,218,230000,,,Venta de Villa 4 Habitaciones Via a La Costa Urb Via Al Sol,-2.189463799999999,-80.0261199
20,4,3,1,300,250000,,,Vendo Casa Puerto Azul,-2.189258854883414,-79.96493716043551
25,3,2,1,150,105000,,,Vendo Casa en Brisas del Rio,-2.131663,-79.88498249999998
5,1,2,2,100,105000,,,Departamento en Venta Vizcaya Loft,-2.193982675652468,-79.97360229492188
A estrenar,4,4,2,21180,188000,,,Casa en Venta en Vía a La Costa - por Estrenar,-2.184635972847022,-79.99533423818895
