antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
Entre 5 y 10 años,4,3,Si,"https://www.google.com/maps/place/-2.1559998989105225,-79.94499969482422",130,$83.000,Publicado hace 15 hs,Inmobiliaria,Marina D'or Park / Cash /bancario / Bies
,1,1,,"https://www.google.com/maps/place/-2.128999948501587,-79.94200134277344",54,$390,Publicado hace 15 hs,Inmobiliaria,Z Suite Amoblada Urdesa Central
Entre 10 y 20 años,9,8,Si,"https://www.google.com/maps/place/-2.134999990463257,-79.88500213623047",200,$132.000,Publicado hace 15 hs,Inmobiliaria,Venta Casa Rentera en La Alborada 6ta Et
Hasta 5 años,4,3,Si,"https://www.google.com/maps/place/-2.0840001106262207,-79.96800231933594",72, $63.000,Publicado hace 15 hs,Inmobiliaria,"Se vende casa Ecocity, norte de Guayaquil. Via a Daule"
Entre 20 y 50 años,3,2,No,"https://www.google.com/maps/place/-2.121000051498413,-79.88600158691406",140, $59.000,Publicado hace 14 hs,Inmobiliaria,"Venta De Departamento En Vélez y José Mascote, Centro De Guayaquil"
Hasta 5 años,2,3,Si,"https://www.google.com/maps/place/-2.1530001163482666,-79.90599822998047",130, $180.000,Publicado hace 14 hs,Inmobiliaria,"Hermoso departamento en Ciudad Colon, norte de Guayaquil"
Entre 10 y 20 años,7,6,Si,"https://www.google.com/maps/place/-2.131999969482422,-79.89299774169922",165,$100.000,Publicado hace 14 hs,Inmobiliaria,"Lomas de Sauces IX, Propiedad en venta."
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.177999973297119,-79.87699890136719",98, $199.000,Publicado hace 3 días,Inmobiliaria,Venta Departamento Bellini Vista Lateral al Rio 87m2
Entre 10 y 20 años,3,4,Si,"https://www.google.com/maps/place/-2.1689999103546143,-79.90699768066406",140, $88.000,Publicado hace 14 hs,Inmobiliaria,COD # 046 VENTA DE DEPARTAMENTO EN URDESA CENTRAL – CERCA DE MIRAFLORES CEIBOS ALBORADA URDENOR
Hasta 5 años,4,4,Si,,900, $1.200.000,Publicado hace 15 hs,Inmobiliaria,"Venta de Casa en la Urb. Puerto Azul, Vía a la Costa, cerca del C.C Costalmar."
A estrenar,3,3,,"https://www.google.com/maps/place/-2.144871234893799,-79.89974212646484",126,$155.000,Publicado hace 15 hs,Inmobiliaria,"Kennedy Norte, Venta Departamento 3 D"
Hasta 5 años,2,3,Si,"https://www.google.com/maps/place/-2.1670000553131104,-79.94499969482422",89, $95.000,Publicado hace 16 hs,Inmobiliaria,"Venta Departamento en Ceibos, 1er Piso Alto Cerca Cumbres, Espol, Santa Cecilia, Norte de Guayaquil, Vía a la Costa"
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.180000066757202,-79.90799713134766",60, $50.000,Publicado hace 16 hs,Dueño Directo,VENDO CASA MAPASINGUE OESTE
Entre 5 y 10 años,5,3,Si,"https://www.google.com/maps/place/-1.960626244544983,-79.7271499633789",144, $88.000,Publicado hace 16 hs,Dueño Directo,Rentera  Norte  Sauces 9 Efectivo
Entre 5 y 10 años,4,5,Si,"https://www.google.com/maps/place/-2.1530001163482666,-79.86599731445312",850, $1.850.000,Publicado hace 16 hs,Inmobiliaria,Vendo Casa de Lujo con Hermosa Vista Frente Al Río en El Km 5.5 Vía Samborondón
Entre 5 y 10 años,3,2,,"https://www.google.com/maps/place/-2.134000062942505,-79.89600372314453",120, $75.000,Publicado hace 16 hs,Inmobiliaria,Venta de casa Alborada 9na etapa - norte de Guayaquil
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.0940001010894775,-79.91699981689453",72, $62.000,Publicado hace 16 hs,Inmobiliaria,Casa en venta En Mucho Lote Villa Alegría
Entre 5 y 10 años,3,1,No,"https://www.google.com/maps/place/-2.0920000076293945,-79.91400146484375",105, $70.000,Publicado hace 16 hs,Inmobiliaria,"Venta de Casa en Orquideas, Av. Francisco de Orellana, cerca del Comisariato, Norte de Guayaquil"
Entre 10 y 20 años,5,3,,"https://www.google.com/maps/place/-2.0959999561309814,-79.90899658203125",72, $79.000,Publicado hace 16 hs,Inmobiliaria,Venta de casa Cdla. Huancavilca norte sector norte de Guayaquil.
Entre 5 y 10 años,1,1,Si,"https://www.google.com/maps/place/-2.180999994277954,-79.8740005493164",54, $90.000,Publicado hace 16 hs,Inmobiliaria,"Suite de Venta en Puerto Santa Ana, Valeria Mendoza"
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.052000045776367,-79.9020004272461",155, $150.000,Publicado hace 16 hs,Inmobiliaria,"Urb. Bali, Venta de Casa en la Vía Aurora"
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.184999942779541,-80.0260009765625",130, $130.000,Publicado hace 16 hs,Inmobiliaria,"Se Vende Departamento en Villas del Bosque, Via a la Costa"
Entre 5 y 10 años,10,10,Si,"https://www.google.com/maps/place/-2.053999900817871,-79.95700073242188",942, $480.000,Publicado hace 16 hs,Dueño Directo,"Venta Casa Rentera Centro de Daule, Cerca Municipio de Daule"
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.052000045776367,-79.9020004272461",155, $150.000,Publicado hace 16 hs,Inmobiliaria,"Casa en Venta, Urb. Bali en la Vía Aurora"
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.13100004196167,-79.9010009765625",115,$135.000,Publicado hace 16 hs,Inmobiliaria,Acuarela Del Río Estrene
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1689999103546143,-79.90699768066406",180,$185.000,Publicado hace 16 hs,Inmobiliaria,"* PUNTA ESMERALDA, Vendo Casa OPORTUNIDAD, 3 dormitorios, 220m2 de Terreno,  Via a la Costa, Norte de Guayaquil"
Hasta 5 años,4,5,Si,"https://www.google.com/maps/place/-2.243000030517578,-79.88700103759766",215, $200.000,Publicado hace 16 hs,Inmobiliaria,"Venta Casa Via a Samborondon, Guayaquil"
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.0889999866485596,-79.9209976196289",78,$78.000,Publicado hace 16 hs,Inmobiliaria,"Venta Casa con Local en Mucho Lote 1 Esq, Guayaquil"
Entre 5 y 10 años,6,6,Si,"https://www.google.com/maps/place/-2.134999990463257,-79.89800262451172",178,$122.000,Publicado hace 16 hs,Inmobiliaria,"Venta de Casa en La Alborada 3 Era Etapa, Guayaquil"
Entre 10 y 20 años,2,1,Si,"https://www.google.com/maps/place/-2.0647361278533936,-79.91007232666016",120, $47.000,Publicado hace 16 hs,Inmobiliaria,Venta Casa Urb Colinas Del Maestro
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.065000057220459,-79.90899658203125",142,$140.000,Publicado hace 16 hs,Inmobiliaria,"Venta de Casa en Veranda, Guayaquil"
Entre 10 y 20 años,7,6,Si,"https://www.google.com/maps/place/-2.190000057220459,-79.88899993896484",226, $160.000,Publicado hace 16 hs,Inmobiliaria,"Venta Hermosa Casa De Renta en Guayacanes, Guayaquil"
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.0820000171661377,-79.9229965209961",105, $62.000,Publicado hace 16 hs,Inmobiliaria,Venta de Casa en Mucho Lote 1 (Quinta Etapa)Norte de Guayaquil
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",146,$128.000,Publicado hace 16 hs,Inmobiliaria,"Venta de Hermosa Casa en Veranda, Guayaquil"
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.1429998874664307,-79.9000015258789",170, $105.000,Publicado hace 16 hs,Inmobiliaria,"Venta Hermosa Casa Alborada (city Mall), Guayaquil"
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.0820000171661377,-79.9209976196289",104, $84.000,Publicado hace 16 hs,Inmobiliaria,"Cod# 220 Venta de Casa en Urb. Malaga II, Modelo Picasso II, Cerca de Urb. Arboletta, Urb. Gran Vittoria, Vía Salitre."
Entre 5 y 10 años,6,3,,"https://www.google.com/maps/place/-2.125,-79.89800262451172",72, $78.000,Publicado hace 16 hs,Inmobiliaria,"COD# 163 VENDO PRECIOSA CASA RENTERA EN SAUCES 6, CERCA GUAYACANES, ALBORADA, SAMANES"
Hasta 5 años,4,4,Si,"https://www.google.com/maps/place/-2.194000005722046,-79.87999725341797",170, $190.000,Publicado hace 16 hs,Inmobiliaria,"Cod# 192 Venta de Casa en Urb. Mallorga Village, Frente a Urb. Napoli, Milann, vía Salitre, Samborondón."
Entre 10 y 20 años,6,3,Si,"https://www.google.com/maps/place/-2.0989999771118164,-79.90599822998047",240, $89.000,Publicado hace 16 hs,Inmobiliaria,"COD# 146 VENDO HERMOSA CASA RENTERA EN ORQUIDEAS, CERCA DE MUCHO LOTE, SAMANES, ALBORADA"
Entre 20 y 50 años,4,4,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.90699768066406",560, $220.000,Publicado hace 16 hs,Inmobiliaria,VENDO LINDA CASA EN URDESA NORTE
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.1549999713897705,-79.88999938964844",84, $79.000,Publicado hace 16 hs,Inmobiliaria,"Casa en venta Norte de Guayaquil, Mucho lote 2"
Entre 5 y 10 años,5,3,Si,"https://www.google.com/maps/place/-2.8602397441864014,-78.97984313964844",105,$52.000,Publicado hace 16 hs,Inmobiliaria,Se Vende Casa Rentera en Orquideas
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",186, $145.000,Publicado hace 16 hs,Dueño Directo,Departamento en Venta en Lomas de Urdesa cerca de Policentro
Entre 10 y 20 años,4,4,No,"https://www.google.com/maps/place/-2.1559998989105225,-79.91300201416016",250,$210.000,Publicado hace 16 hs,Inmobiliaria,Venta de Casa Rentera en Guayaquil Urbanor avenida las Aguas
Entre 10 y 20 años,3,4,Si,"https://www.google.com/maps/place/-2.192095994949341,-79.88298797607422",160, $92.000,Publicado hace 16 hs,Inmobiliaria,Venta Casa en La Alborada 7ma Etapa
Hasta 5 años,3,2,No,"https://www.google.com/maps/place/-2.128999948501587,-79.94200134277344",101,$50.000,Publicado hace 16 hs,Inmobiliaria,L Venta Departamento 50.000 Negociable
A estrenar,3,4,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.99400329589844",184, $192.500,Publicado hace 16 hs,Inmobiliaria,Vendo Hermosa Casa de Estreno en Vía a La Costa en Punta Esmeralda
Entre 10 y 20 años,3,3,No,"https://www.google.com/maps/place/-2.115000009536743,-79.9000015258789",116,$75.000,Publicado hace 16 hs,Dueño Directo,Vendo Departamento Centro.cerca Av.9/oct
Hasta 5 años,2,3,Si,"https://www.google.com/maps/place/-2.0889999866485596,-80.00800323486328",126,$110.000,Publicado hace 16 hs,Dueño Directo,Casa rentera
Entre 5 y 10 años,1,1,Si,"https://www.google.com/maps/place/-2.1559998989105225,-79.88999938964844",56, $130.000,Publicado hace 2 días,Inmobiliaria,Elite Building - Zona Mall del sol Excelente Ubicacion!
Entre 10 y 20 años,4,2,Si,"https://www.google.com/maps/place/-2.140000104904175,-79.91799926757812",140, $130.000,Publicado hace 2 días,Dueño Directo,Venta de Casa en San Felipe norte Guayaquil
Entre 5 y 10 años,3,6,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",800, $300.000,Publicado hace 16 hs,Dueño Directo,Departamento en Venta en Lomas de Urdesa
Entre 10 y 20 años,2,2,No,"https://www.google.com/maps/place/-2.1600000858306885,-79.8949966430664",195, $140.000,Publicado hace 4 días,Inmobiliaria,SAMBORONDÓN LAS RIBERAS DEPARTAMENTO EN VENTA
Entre 20 y 50 años,3,2,Si,"https://www.google.com/maps/place/-2.1710000038146973,-79.9219970703125",110, $78.000,Publicado hace 16 hs,Inmobiliaria,Venta de casa en la Cdla Guayacanes. Norte de Guayaquil.
Entre 5 y 10 años,2,2,No,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",106, $75.000,Publicado hace 16 hs,Inmobiliaria,"Departamento en Venta en Kennedy Norte, Planta Baja, 2 Dorm, 2 Baños."
Entre 5 y 10 años,4,1,Si,"https://www.google.com/maps/place/-2.062000036239624,-79.9540023803711",191, $54.000,Publicado hace 16 hs,Inmobiliaria,DE OPORTUNIDAD EN COOP SAN FRANCISCO 2
Entre 5 y 10 años,4,3,Si,"https://www.google.com/maps/place/-2.065000057220459,-79.91699981689453",123, $100.000,Publicado hace 15 hs,Inmobiliaria,"Casa en Metrópolis 2, Autopista Terrestre-pascuales Norte de Guayaquil"
Entre 10 y 20 años,4,3,Si,"https://www.google.com/maps/place/-2.134999990463257,-79.88500213623047",135,$104.000,Publicado hace 15 hs,Inmobiliaria,Venta Casa de 2 Plantas Samanes 1
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.144840955734253,-79.89973449707031",120,$77.000,Publicado hace 15 hs,Inmobiliaria,"Venta  Casa en Guayacanes, Una Planta 3d"
Entre 5 y 10 años,5,6,Si,"https://www.google.com/maps/place/-2.36299991607666,-80.29499816894531",300,$305.000,Publicado hace 15 hs,Inmobiliaria,"venta de casa en portal al sol, via a la costa, cerca de Costalmar y laguna club"
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.1730000972747803,-79.89700317382812",200, $128.000,Publicado hace 2 días,Inmobiliaria,Venta de Casa en Samanes 7
A estrenar,3,1,Si,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",300,$250.000,Publicado hace 1 día,Inmobiliaria,CASA NUEVA MODERNA EN TERRANOSTRA 2 PLANTAS. ACABADOS DE PRIMERA.
A estrenar,3,2,Si,"https://www.google.com/maps/place/-2.177000045776367,-79.89600372314453",134, $155.000,Publicado hace 4 días,Dueño Directo,Venta de Departamento por Estrenar en Kennedy Norte
Entre 5 y 10 años,3,5,Si,"https://www.google.com/maps/place/-2.1700000762939453,-79.89800262451172",330,$1.250,Publicado hace 3 días,Inmobiliaria,Alquilo O Vendo Bella Casa Puerto Azul
Entre 5 y 10 años,3,2,No,"https://www.google.com/maps/place/-2.122999906539917,-79.89199829101562",105,$48.000,Publicado hace 17 hs,Inmobiliaria,"Vendo Casa en Sauces 6, Norte de guayaquil"
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.0829999446868896,-79.91699981689453",72, $57.000,Publicado hace 2 días,Inmobiliaria,"Venta de Casa, Urb. Villa España Etapa Madrid, Norte de Guayaquil"
Hasta 5 años,3,1,Si,"https://www.google.com/maps/place/-2.0820000171661377,-79.9209976196289",72, $55.000,Publicado hace 14 hs,Inmobiliaria,Mucho Lote 1 - Casa en venta de oportunidad
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.1670000553131104,-79.94499969482422",135, $158.000,Publicado hace 3 días,Inmobiliaria,"Departamento en Venta en urb Santa Cecilia, los ceibos"
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.1670000553131104,-79.89600372314453",2400,$780.000,Publicado hace 17 hs,Dueño Directo,Vendo Casa en Ruta Del Sol
Entre 10 y 20 años,2,2,Si,"https://www.google.com/maps/place/-2.1700000762939453,-79.9219970703125",88, $55.000,Publicado hace 17 hs,Inmobiliaria,"Venta Departamento Astillero, Guayaquil"
Entre 5 y 10 años,3,4,Si,"https://www.google.com/maps/place/-2.1689999103546143,-79.90699768066406",211, $150.000,Publicado hace 17 hs,Inmobiliaria,"Venta Linda Casa en Urdesa Central, Guayaquil"
Hasta 5 años,5,4,Si,"https://www.google.com/maps/place/-2.1205248832702637,-79.90267944335938",247,$243.000,Publicado hace 17 hs,Inmobiliaria,Venta Hermosa Casa en Urb. Condado
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.065000057220459,-79.89299774169922",188, $74.000,Publicado hace 17 hs,Inmobiliaria,"Venta de Casa en Mucho Lote 2, Autopista Narcisa de Jesus, Junto al Tia, Norte de Guayaquil"
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.0850000381469727,-79.96900177001953",90,$44.000,Publicado hace 17 hs,Inmobiliaria,"Venta Departamento Cerca de Mall Del Sur, Guayaquil"
Entre 5 y 10 años,4,3,Si,"https://www.google.com/maps/place/-2.065999984741211,-79.91300201416016",245, $129.000,Publicado hace 17 hs,Inmobiliaria,"Venta de Hermosa Casa Via a Samborondon, Guayaquil"
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.0820000171661377,-79.9229965209961",105, $60.000,Publicado hace 17 hs,Inmobiliaria,"Venta casa de dos pisos mucho lote 1, Guayaquil"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1700000762939453,-79.90799713134766",154,$130.000,Publicado hace 17 hs,Inmobiliaria,"Venta Departamento en Urb. Porton de Las Lomas URDESA, Guayaquil"
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.23799991607666,-79.89099884033203",135,$78.000,Publicado hace 17 hs,Inmobiliaria,"Venta de Hermosa Casa con Buenos Acabado, Guayaquil"
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.119999885559082,-79.89199829101562",160, $83.000,Publicado hace 16 hs,Inmobiliaria,"Venta Casa en Guayacanes, Guayaquil"
Entre 5 y 10 años,5,6,No,"https://www.google.com/maps/place/-2.1710000038146973,-79.9219970703125",360,$139.500,Publicado hace 17 hs,Inmobiliaria,Casa de Renta Sauces 2 para Uso de Oficin
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-2.065999984741211,-79.90399932861328",122, $125.000,Publicado hace 16 hs,Inmobiliaria,"Venta Casa en Jardines Del Rio, Guayaquil"
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.2249999046325684,-79.9000015258789",80,$44.000,Publicado hace 16 hs,Inmobiliaria,"Venta Departamento en Las Acacias, Guayaquil"
Entre 10 y 20 años,4,3,No,"https://www.google.com/maps/place/-2.063999891281128,-79.91600036621094",120,$64.000,Publicado hace 16 hs,Inmobiliaria,"Venta Casa de renta Sauces 8, Guayaquil"
Entre 10 y 20 años,6,4,No,"https://www.google.com/maps/place/-2.125999927520752,-79.89700317382812",234, $79.000,Publicado hace 16 hs,Inmobiliaria,VENTA DE CASA DE RENTA SAUCES 6 NORTE GUAYAQUIL
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.062999963760376,-79.91100311279297",140, $110.000,Publicado hace 16 hs,Inmobiliaria,"Venta Casa en Veranda Autopista T.t, Guayaquil"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",150, $110.000,Publicado hace 16 hs,Inmobiliaria,"VENTA DEPARTAMENTO EN URDESA CENTRAL, GUAYAQUIL"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.065000057220459,-79.89299774169922",250, $118.000,Publicado hace 17 hs,Inmobiliaria,"Venta de Casa en Mucho Lote 2, Autopista Narcisa de Jesus, Junto al Tia, Norte de Guayaquil SOLO DE CONTADO"
Entre 10 y 20 años,4,4,No,"https://www.google.com/maps/place/-2.1989998817443848,-79.88600158691406",255, $79.500,Publicado hace 17 hs,Inmobiliaria,"VENTA, Casa en Guayacanes, vehicular DE 2 plantas , NORTE DE GUAYAQUIL"
En construcción,3,4,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.99400329589844",180,$192.000,Publicado hace 17 hs,Inmobiliaria,"Venta de Casa en Urb. Punta Esmeralda km 13 Via a la Costa, cerca del C.C Laguna Plaza"
Entre 10 y 20 años,5,5,Si,"https://www.google.com/maps/place/-2.1670000553131104,-79.94499969482422",1000, $895.000,Publicado hace 17 hs,Inmobiliaria,EN VENTA DE CASA DE LUJO EN Urb. LOS CEDROS GUAYAQUIL
A estrenar,2,2,Si,"https://www.google.com/maps/place/-2.1649999618530273,-79.93399810791016",88, $100.000,Publicado hace 17 hs,Inmobiliaria,"Venta de Departamento en Ceibos, cerca del C.C Riocentro Ceibos, Norte de Guayaquil"
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.062000036239624,-79.91699981689453",120, $79.500,Publicado hace 17 hs,Inmobiliaria,"Casa Metrópolis II Etapa H, Autopista Terminal Pascuales"
Entre 10 y 20 años,3,3,,"https://www.google.com/maps/place/-2.161486,-79.917257",212,$149.000,Publicado hace 17 hs,,Casa de venta en San Felipe – código:14089
Entre 10 y 20 años,9,7,,"https://www.google.com/maps/place/-2.161486,-79.917257",364,$180.000,Publicado hace 17 hs,,Casa de venta en Alborada - Plaza Mayor – código:14072
Entre 10 y 20 años,3,5,,"https://www.google.com/maps/place/-2.161486,-79.917257",345,$369.000,Publicado hace 17 hs,,Casa de venta en Urb. Portón de las Lomas – código:15254
Entre 5 y 10 años,5,5,Si,"https://www.google.com/maps/place/-2.206465482711792,-79.89202880859375",240,$310.000,Publicado hace 17 hs,Inmobiliaria,"Vía La Puntilla, Sector Parque Histórico"
